Trial-ID,Status,Iteration,batch_size,num_layers,num_units,Objective,loss
33,INTERMEDIATE,9,4096,6,256,341.3896412049061,342.95769604286846
33,COMPLETED,9,4096,6,256,340.6322018237824,344.3500921539991
36,INTERMEDIATE,1,4096,6,256,368.0280961832538,376.68592589305337
35,INTERMEDIATE,4,4096,6,256,346.39093495091646,353.2118000198683
37,INTERMEDIATE,0,4096,6,256,390.05730193839287,448.7793863979496
38,INTERMEDIATE,0,4096,6,256,389.3976062251603,447.2957902983557
36,INTERMEDIATE,2,4096,6,256,354.7093691859685,363.610314554331
35,INTERMEDIATE,5,4096,6,256,346.69928061032124,350.1370674304416
37,INTERMEDIATE,1,4096,6,256,368.38703159124856,376.88011119574054
38,INTERMEDIATE,1,4096,6,256,365.95189823213764,376.48420717692244
36,INTERMEDIATE,3,4096,6,256,352.8951589345368,357.02369838339916
35,INTERMEDIATE,6,4096,6,256,343.2834693602073,347.75677388745135
37,INTERMEDIATE,2,4096,6,256,356.2414803380944,363.6970630920127
38,INTERMEDIATE,2,4096,6,256,356.7216748447283,363.76642894228576
36,INTERMEDIATE,4,4096,6,256,352.167834333776,353.00404913445726
35,INTERMEDIATE,7,4096,6,256,347.1494897612443,345.74432523215546
37,INTERMEDIATE,3,4096,6,256,353.87624510185657,356.8343532677316
38,INTERMEDIATE,3,4096,6,256,349.81830373272544,357.05068855551167
36,INTERMEDIATE,5,4096,6,256,344.08618140164276,350.06711808785116
35,INTERMEDIATE,8,4096,6,256,345.3197907251669,344.1123599991352
37,INTERMEDIATE,4,4096,6,256,345.6952355837991,352.735092800344
38,INTERMEDIATE,4,4096,6,256,346.230941271951,352.88555178011654
36,INTERMEDIATE,6,4096,6,256,343.4107952298284,347.83837053633806
35,INTERMEDIATE,9,4096,6,256,340.9938931160785,342.6591139024113
35,COMPLETED,9,4096,6,256,340.9938931160785,342.6591139024113
37,INTERMEDIATE,5,4096,6,256,347.4965179659796,350.14255145752236
38,INTERMEDIATE,5,4096,6,256,348.8622031786763,350.02237478375713
36,INTERMEDIATE,7,4096,6,256,340.8647443938199,345.7709078836699
39,INTERMEDIATE,0,4096,6,256,386.85245497683263,448.24144490559894
37,INTERMEDIATE,6,4096,6,256,347.1558617215348,347.6102798208191
38,INTERMEDIATE,6,4096,6,256,344.62819050277096,347.689439975653
36,INTERMEDIATE,8,4096,6,256,341.51126425993357,344.1574786658999
39,INTERMEDIATE,1,4096,6,256,363.9450952786926,377.4980349795171
37,INTERMEDIATE,7,4096,6,256,341.61273958553375,345.67080236790446
38,INTERMEDIATE,7,4096,6,256,340.9807311479645,345.66915059513764
36,INTERMEDIATE,9,4096,6,256,339.05535779100785,342.84928883126975
36,COMPLETED,9,4096,6,256,339.05535779100785,342.84928883126975
39,INTERMEDIATE,2,4096,6,256,357.9985843189501,364.1432962233211
37,INTERMEDIATE,8,4096,6,256,339.76335693702066,344.13864001504965
38,INTERMEDIATE,8,4096,6,256,340.07221982157824,344.08225577428925
40,INTERMEDIATE,0,4096,6,256,387.3292085092964,447.53229126188984
39,INTERMEDIATE,3,4096,6,256,350.3638698451626,357.4069859238438
37,INTERMEDIATE,9,4096,6,256,344.0624925509694,342.83546160692777
37,COMPLETED,9,4096,6,256,339.76335693702066,344.13864001504965
38,INTERMEDIATE,9,4096,6,256,339.88037599514,342.7061314180851
38,COMPLETED,9,4096,6,256,339.88037599514,342.7061314180851
40,INTERMEDIATE,1,4096,6,256,363.64664833032776,377.30639904815837
39,INTERMEDIATE,4,4096,6,256,348.9640232248509,353.2349555361483
41,INTERMEDIATE,0,4096,6,256,383.52383908481465,447.39112174262027
42,INTERMEDIATE,0,4096,6,256,393.00816151323613,446.88787034308365
40,INTERMEDIATE,2,4096,6,256,357.3946487120139,363.9796560159139
39,INTERMEDIATE,5,4096,6,256,345.29837351769703,350.32872720882125
41,INTERMEDIATE,1,4096,6,256,364.2463192860849,377.18002604331883
42,INTERMEDIATE,1,4096,6,256,367.2473744196249,377.1392786478867
40,INTERMEDIATE,3,4096,6,256,353.24554502879477,357.03885987850464
39,INTERMEDIATE,6,4096,6,256,344.240838792589,348.11253605641235
41,INTERMEDIATE,2,4096,6,256,356.2862277515673,364.10752357665825
42,INTERMEDIATE,2,4096,6,256,355.42346162548023,363.68000196027646
40,INTERMEDIATE,4,4096,6,256,349.6698711025518,353.0700603966001
39,INTERMEDIATE,7,4096,6,256,342.82108622972567,346.0041960253793
41,INTERMEDIATE,3,4096,6,256,355.8821331682498,357.30226743009234
42,INTERMEDIATE,3,4096,6,256,359.5560076016906,357.05112281439386
40,INTERMEDIATE,5,4096,6,256,345.84387167351184,350.2087484980773
39,INTERMEDIATE,8,4096,6,256,341.78772253122173,344.406114511866
41,INTERMEDIATE,4,4096,6,256,350.723498351185,353.07909854732554
42,INTERMEDIATE,4,4096,6,256,347.8372502473511,352.98686967039885
40,INTERMEDIATE,6,4096,6,256,345.7258299203066,347.72095256725765
39,INTERMEDIATE,9,4096,6,256,340.6061282281898,342.96281500371595
39,COMPLETED,9,4096,6,256,340.6061282281898,342.96281500371595
41,INTERMEDIATE,5,4096,6,256,346.384215862193,350.2387429994847
42,INTERMEDIATE,5,4096,6,256,348.8096983799134,350.20388848230255
40,INTERMEDIATE,7,4096,6,256,345.8189077670411,345.7551065136643
43,INTERMEDIATE,0,4096,6,256,387.35935345552775,449.1157504182773
41,INTERMEDIATE,6,4096,6,256,345.2894366424416,347.7613288985604
42,INTERMEDIATE,6,4096,6,256,345.3539339115152,347.87192645445407
40,INTERMEDIATE,8,4096,6,256,342.4385084869168,344.21034841692364
43,INTERMEDIATE,1,4096,6,256,366.1660725343312,377.37048808641424
41,INTERMEDIATE,7,4096,6,256,341.25292734727793,345.6155516675343
42,INTERMEDIATE,7,4096,6,256,349.8875982857201,345.89141697009586
40,INTERMEDIATE,9,4096,6,256,338.47872761575326,342.9971239306811
40,COMPLETED,9,4096,6,256,338.47872761575326,342.9971239306811
43,INTERMEDIATE,2,4096,6,256,356.6730653884563,363.8538799359645
41,INTERMEDIATE,8,4096,6,256,347.2609774091283,344.075533330671
42,INTERMEDIATE,8,4096,6,256,341.35934221434536,344.2920323111526
44,INTERMEDIATE,0,4096,6,256,385.4378904653779,448.7383113574908
43,INTERMEDIATE,3,4096,6,256,353.28514613158313,356.9211167868771
41,INTERMEDIATE,9,4096,6,256,340.3695970359423,342.77656928974807
41,COMPLETED,9,4096,6,256,340.3695970359423,342.77656928974807
42,INTERMEDIATE,9,4096,6,256,341.7402457244007,342.95714287636173
42,COMPLETED,9,4096,6,256,341.35934221434536,344.2920323111526
44,INTERMEDIATE,1,4096,6,256,362.19490830441737,377.15068802682356
43,INTERMEDIATE,4,4096,6,256,349.3301059055554,352.96248440842066
45,INTERMEDIATE,0,4096,6,256,386.78135392119134,449.8359102631205
46,INTERMEDIATE,0,4096,6,256,402.47790130543086,449.59232020544067
44,INTERMEDIATE,2,4096,6,256,367.42128599901855,364.01790839871603
43,INTERMEDIATE,5,4096,6,256,345.90923504570134,350.2058464545938
45,INTERMEDIATE,1,4096,6,256,365.15898183277034,377.1442437610788
46,INTERMEDIATE,1,4096,6,256,368.22144160259415,377.641339549148
44,INTERMEDIATE,3,4096,6,256,357.61282422582025,357.1603063331126
43,INTERMEDIATE,6,4096,6,256,353.5203451648108,347.96649201784777
45,INTERMEDIATE,2,4096,6,256,357.9638874919702,364.1140809350482
46,INTERMEDIATE,2,4096,6,256,361.2831850570426,364.06839756917697
44,INTERMEDIATE,4,4096,6,256,348.8073172377638,353.12741131056026
43,INTERMEDIATE,7,4096,6,256,340.5228703410913,345.8255150360556
45,INTERMEDIATE,3,4096,6,256,351.0390453789533,357.5061529355739
46,INTERMEDIATE,3,4096,6,256,350.8479753588954,357.40974576143174
44,INTERMEDIATE,5,4096,6,256,346.5793693353098,350.1834054314067
43,INTERMEDIATE,8,4096,6,256,342.524200250071,344.26710360970316
45,INTERMEDIATE,4,4096,6,256,349.15172072336185,353.1936439667574
46,INTERMEDIATE,4,4096,6,256,348.5404224215388,353.2926292920979
44,INTERMEDIATE,6,4096,6,256,348.5138666004154,347.99422266901877
43,INTERMEDIATE,9,4096,6,256,340.06075088915816,342.791130626469
43,COMPLETED,9,4096,6,256,340.06075088915816,342.791130626469
45,INTERMEDIATE,5,4096,6,256,347.80767370003053,350.36249359319675
46,INTERMEDIATE,5,4096,6,256,344.07654394325635,350.3608102820589
44,INTERMEDIATE,7,4096,6,256,344.3860821419574,346.05819189981815
47,INTERMEDIATE,0,4096,6,256,384.4377371560315,447.97442851468566
45,INTERMEDIATE,6,4096,6,256,344.05116873937294,348.07558111027055
46,INTERMEDIATE,6,4096,6,256,351.4070699074026,348.04994082764335
44,INTERMEDIATE,8,4096,6,256,346.76013680947307,344.269919821023
47,INTERMEDIATE,1,4096,6,256,366.7365038535837,377.0376974490845
45,INTERMEDIATE,7,4096,6,256,340.7677942460874,345.98026319003714
46,INTERMEDIATE,7,4096,6,256,343.29672371072974,345.93849615818385
44,INTERMEDIATE,9,4096,6,256,341.00049407093235,343.0135488399497
44,COMPLETED,9,4096,6,256,341.00049407093235,343.0135488399497
47,INTERMEDIATE,2,4096,6,256,357.0261113457646,363.927718369793
45,INTERMEDIATE,8,4096,6,256,341.99920775591625,344.38424037983503
46,INTERMEDIATE,8,4096,6,256,340.6746123519068,344.45272913886333
48,INTERMEDIATE,0,4096,6,256,395.8595676827938,449.83632040060684
47,INTERMEDIATE,3,4096,6,256,349.99318855141354,357.15064585863485
45,INTERMEDIATE,9,4096,6,256,339.77735757940485,343.0597691930548
45,COMPLETED,9,4096,6,256,339.77735757940485,343.0597691930548
46,INTERMEDIATE,9,4096,6,256,338.8172968059567,343.0620307627336
46,COMPLETED,9,4096,6,256,338.8172968059567,343.0620307627336
48,INTERMEDIATE,1,4096,6,256,365.8106818999523,377.58687446989575
47,INTERMEDIATE,4,4096,6,256,348.6017854162987,353.13616677835205
50,INTERMEDIATE,0,4096,6,256,386.59308668907653,448.7071738335299
48,INTERMEDIATE,2,4096,6,256,355.77969891974266,364.0019809253808
47,INTERMEDIATE,5,4096,6,256,344.0753468993708,350.3722664522553
50,INTERMEDIATE,1,4096,6,256,378.9298547514787,377.22767532065404
49,INTERMEDIATE,0,4096,24,256,103458627.60992908,143184128750.0428
48,INTERMEDIATE,3,4096,6,256,351.38276065438635,357.03237021402714
47,INTERMEDIATE,6,4096,6,256,346.63492186526037,347.95187494170267
50,INTERMEDIATE,2,4096,6,256,359.13766684205257,364.1476854204855
48,INTERMEDIATE,4,4096,6,256,348.69402682978495,353.1192196036897
47,INTERMEDIATE,7,4096,6,256,340.1751034468342,345.91546189499195
50,INTERMEDIATE,3,4096,6,256,350.3921865143111,357.189268588651
49,INTERMEDIATE,1,4096,24,256,470134.1859208777,15876851.442518005
48,INTERMEDIATE,5,4096,6,256,346.2622115809303,350.22001587173685
47,INTERMEDIATE,8,4096,6,256,341.69523231019366,344.2761003622599
50,INTERMEDIATE,4,4096,6,256,349.3566746948459,353.1102660637167
48,INTERMEDIATE,6,4096,6,256,342.43675309940994,347.97750295121267
47,INTERMEDIATE,9,4096,6,256,340.45026071246355,342.88627349546687
47,COMPLETED,9,4096,6,256,340.1751034468342,345.91546189499195
50,INTERMEDIATE,5,4096,6,256,352.9105242555587,350.2352375346196
48,INTERMEDIATE,7,4096,6,256,345.29367088877,345.8217623327835
49,INTERMEDIATE,2,4096,24,256,9456638.405880615,229173136112.2241
50,INTERMEDIATE,6,4096,6,256,345.4463621504763,347.9537076160876
48,INTERMEDIATE,8,4096,6,256,341.9683409887003,344.25838576373627
50,INTERMEDIATE,7,4096,6,256,342.1178023561518,345.9085481854621
48,INTERMEDIATE,9,4096,6,256,338.85503779291827,342.9276355026493
48,COMPLETED,9,4096,6,256,338.85503779291827,342.9276355026493
49,INTERMEDIATE,3,4096,24,256,118618.75080341312,4533183.371062029
50,INTERMEDIATE,8,4096,6,256,339.68429663277124,344.28494978725496
50,INTERMEDIATE,9,4096,6,256,340.84342046155996,342.9999877681865
50,COMPLETED,9,4096,6,256,339.68429663277124,344.28494978725496
49,INTERMEDIATE,4,4096,24,256,209499144.47281325,1872064313333.8655
49,INTERMEDIATE,5,4096,24,256,904946032.7754138,5944791140730.266
49,INTERMEDIATE,6,4096,24,256,8459344346.931442,14227829543247.914
49,INTERMEDIATE,7,4096,24,256,25981076.8250591,1137971387.0984144
49,INTERMEDIATE,8,4096,24,256,11200300597.862885,12126008576204.25
49,INTERMEDIATE,9,4096,24,256,3191378684.293144,1533151486435.3372
49,COMPLETED,9,4096,24,256,118618.75080341312,4533183.371062029
